Species	CMC001.B.deep.homd_mags	CMC002.B.deep.homd_mags	CMC003.B.deep.homd_mags	CMC004.B.deep.homd_mags	CMC005.B.deep.homd_mags	CMC006.B.deep.homd_mags	CMC007.B.deep.homd_mags	CMC008.B.deep.homd_mags	CMC009.A.deep.homd_mags	CMC009.B.deep.homd_mags	CMC010.B.deep.homd_mags	CMC011.B.deep.homd_mags	CMC012.B.deep.homd_mags	CMC013.B.deep.homd_mags	CMC015.B.deep.homd_mags	CMC016.B.deep.homd_mags	CMC017.B.deep.homd_mags	CMC018.B.deep.homd_mags	CMC020.B.deep.homd_mags	CMC021.B.deep.homd_mags	CMC022.B.deep.homd_mags	CMC023.A.deep.homd_mags	CMC023.B.deep.homd_mags	CMC024.B.deep.homd_mags	CMC025.B.deep.homd_mags	CMC026.B.deep.homd_mags	CMC027.B.deep.homd_mags	CMC028.B.deep.homd_mags	CMC029.B.deep.homd_mags	CMC030.B.deep.homd_mags	CMC031.B.deep.homd_mags	CMC032.B.deep.homd_mags	CMC033.B.deep.homd_mags	CMC034.B.deep.homd_mags	CMC035.B.deep.homd_mags	CMC036.B.deep.homd_mags	CMC037.B.deep.homd_mags	CMC038.A.deep.homd_mags	CMC038.B.deep.homd_mags	CMC039.B.deep.homd_mags	CMC040.B.deep.homd_mags	CMC042.B.deep.homd_mags	CMC043.B.deep.homd_mags	CMC045.B.deep.homd_mags	CMC046.B.deep.homd_mags
F0422 pr_cl_1872	0	0	21	0	0	0	0	0	11	2	0	0	0	4	0	0	2	2	0	0	2	0	0	10	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	3	9	0	0	0	0
F0422 pr_cl_1853	0	2	27	2	2	0	0	0	20	0	0	7	0	1	0	0	4	0	0	0	15	3	1	19	0	0	0	7	5	0	0	1	2	2	1	3	2	0	0	3	6	2	0	0	0
F0422 pr_cl_1859	2	61	412	63	33	7	8	14	253	18	28	64	19	98	23	112	55	29	38	25	64	61	15	133	34	0	43	58	157	46	10	576	2	0	19	100	54	12	77	21	545	14	5	98	0
F0422 pr_cl_1868	2	1	27	26	1	1	6	15	23	79	4	3	10	0	4	4	17	4	11	66	2	4	0	11	0	3	18	7	12	7	4	13	2	4	0	2	4	0	0	8	13	6	2	12	4
F0422 pr_cl_1856	2	0	382	2	30	9	0	14	107	6	10	21	14	10	1	10	6	3	7	9	29	14	14	33	12	4	6	57	49	1	1	12	1	0	21	27	24	19	56	21	176	10	0	23	0
F0422 pr_cl_1851	4	0	310	13	17	15	15	2	140	47	7	24	8	6	12	34	14	2	52	21	43	11	13	111	14	7	38	5	4	1	1	5	2	2	18	27	24	21	18	23	16	4	15	3	0
F0422 pr_cl_1865	10	16	392	32	53	27	74	10	73	10	61	1185	181	7	72	590	623	926	20	109	447	1111	7	864	67	50	1309	1768	10	307	65	43	2	2	12	24	18	90	472	52	78	212	2	149	25
F0422 pr_cl_1862	10	5	20	24	18	0	4	1	9	30	6	9	3	3	6	18	3	3	5	39	10	0	13	0	7	3	41	3	9	2	6	42	6	0	4	3	2	0	7	9	51	48	0	199	2
F0422 pr_cl_1870	19	0	27	2	5	1143	2	153	20	2	28	468	0	1	0	2	35	0	2	4	4	0	0	28	1	0	13	26	4	0	1	4	0	0	8	2	5	6	2	5	4	0	2	13	0
Veillonella pr_cl_1889	0	0	0	142	41	5	76	9	50	119	98	71	71	33	123	116	24	3	97	135	12	5	45	72	88	3	7	4	33	2	0	39	8	4	3	18	53	0	5	1	231	38	5	31	2
Veillonella pr_cl_1905	0	0	1	2	3	4	4	13	2	3	11	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	1	1	2	0	0	2	12	0	0	2	0
Veillonella pr_cl_1890	0	19	1	107	41	2	32	3	36	64	71	34	38	29	107	54	15	0	46	85	3	1	24	50	52	6	3	5	26	0	0	32	9	0	0	8	29	0	1	4	116	27	0	19	0
Veillonella pr_cl_1936	0	0	4	0	2	7	0	9	6	3	2	0	0	0	0	1	0	0	0	0	0	0	1	2	10	0	5	0	0	0	0	4	0	0	9	1	1	0	0	0	4	0	0	0	0
Veillonella pr_cl_1891	0	0	0	0	0	6	0	2	1	0	2	0	1	3	0	5	2	0	3	0	4	0	0	0	0	0	2	0	1	0	2	0	2	0	0	3	4	0	0	0	0	2	3	8	0
Veillonella pr_cl_1926	0	4	4	33	13	6	20	11	10	16	6	2	16	6	0	11	3	3	13	12	8	19	0	13	8	0	5	0	5	1	0	25	0	2	9	8	7	10	35	0	7	8	5	5	0
Veillonella pr_cl_1877	0	0	0	2	0	1	0	1	0	1	1	9	0	0	5	6	0	3	0	0	7	0	1	10	0	0	3	0	0	0	0	0	0	0	0	2	0	4	0	0	6	0	0	4	0
Veillonella pr_cl_1907	0	0	12	4	1	5	17	0	5	5	8	1	7	15	1	7	3	3	0	4	7	0	2	7	4	0	1	0	5	0	1	3	0	0	4	0	0	3	4	0	9	6	20	1	4
Veillonella pr_cl_1875	0	0	5	0	37	7	4	1	43	11	5	4	13	15	2	10	1	0	11	14	26	0	0	13	125	0	2	0	2	1	0	2	0	0	7	4	20	157	33	2	17	0	0	0	2
Veillonella pr_cl_1935	0	0	9	7	8	4	2	15	4	3	10	0	2	3	2	14	5	4	7	4	8	2	1	6	2	0	5	3	26	1	0	5	0	0	2	2	5	1	0	4	7	1	17	8	0
Veillonella pr_cl_1885	0	5	7	15	18	9	17	5	67	58	43	21	37	35	40	51	12	0	25	62	11	3	13	22	18	2	11	9	19	2	7	6	4	0	19	11	5	2	13	16	72	18	2	47	1
Veillonella pr_cl_1894	0	1	6	4	10	18	12	12	52	40	27	7	6	11	2	17	2	1	12	21	28	3	3	16	5	1	4	3	35	11	21	34	0	0	5	4	5	12	0	0	37	17	3	20	5
Veillonella pr_cl_1884	0	10	0	27	126	4	18	24	25	24	32	17	21	18	13	21	6	2	22	41	9	1	19	10	14	0	0	0	1	0	0	6	2	8	0	6	5	0	0	7	54	32	5	13	0
Veillonella pr_cl_1931	0	0	0	3	29	5	58	18	37	59	22	8	13	31	25	37	20	0	14	22	3	0	19	3	15	2	2	0	5	2	4	7	1	1	4	6	17	12	10	11	17	34	14	15	1
Veillonella pr_cl_1897	0	1	17	1	9	5	0	2	123	48	17	8	0	2	0	9	0	5	10	2	12	5	2	14	0	0	2	1	0	0	0	0	0	0	1	8	2	9	4	6	15	2	2	12	0
Veillonella pr_cl_1945	1	8	19	2	27	4	7	9	81	16	18	9	16	26	4	1	3	0	29	18	17	0	4	14	0	2	0	3	21	0	9	25	1	0	11	16	26	3	3	14	18	11	4	15	2
Veillonella pr_cl_1902	2	0	25	15	17	5	12	11	24	30	20	3	7	7	11	23	2	1	13	12	13	0	3	17	5	3	5	0	4	0	2	3	2	0	2	0	7	8	2	10	6	16	1	8	8
Veillonella pr_cl_1888	2	0	2	164	79	0	60	4	73	137	152	101	115	65	165	147	44	1	103	170	1	3	84	110	92	5	2	6	40	2	0	43	11	2	1	16	37	5	6	6	336	81	1	41	2
Veillonella pr_cl_1914	2	0	5	2	8	5	3	5	15	6	7	0	1	2	0	13	0	0	4	0	2	0	0	3	2	0	2	1	1	0	1	6	0	0	2	5	0	2	2	2	8	2	1	0	0
Veillonella pr_cl_1900	2	2	41	28	5	3	9	6	28	2	12	5	1	4	0	13	8	0	8	17	43	4	0	37	10	2	6	0	6	3	0	0	0	0	7	0	0	12	7	2	58	2	4	44	2
Veillonella pr_cl_1917	2	0	4	5	3	0	3	4	51	10	20	7	2	2	1	2	0	0	4	5	6	9	0	7	8	0	2	2	7	1	10	3	0	0	9	34	0	4	5	1	5	4	4	21	2
Veillonella pr_cl_1912	2	8	25	4	18	3	10	19	77	36	18	25	19	7	5	17	6	10	36	11	6	26	3	4	5	7	1	5	14	2	12	15	4	0	0	29	4	3	10	2	5	10	25	15	0
Veillonella pr_cl_1925	2	6	10	12	5	2	0	11	4	2	10	0	8	5	7	8	0	0	0	9	2	0	1	3	6	0	0	0	7	0	1	7	0	0	3	1	21	0	0	2	0	0	22	6	0
Veillonella pr_cl_1923	2	0	6	5	11	11	0	24	33	11	6	0	3	7	0	22	3	0	10	2	15	0	0	4	7	0	0	0	2	0	0	2	0	1	0	11	13	0	0	5	4	7	13	10	0
Veillonella pr_cl_1887	2	0	0	52	45	2	26	6	65	101	100	51	79	39	105	74	18	1	66	152	4	5	69	55	62	1	3	1	44	2	0	25	2	10	3	21	45	4	1	17	221	61	7	113	0
Veillonella pr_cl_1898	2	0	10	4	12	0	3	3	26	15	0	0	1	9	2	3	4	0	13	2	8	0	2	0	0	0	1	0	8	0	1	6	0	0	6	1	4	2	0	2	2	10	0	0	0
Veillonella pr_cl_1924	2	0	2	1	11	2	2	11	6	16	7	0	2	11	3	7	1	0	5	1	8	0	3	2	6	2	4	0	0	0	0	9	0	0	9	1	6	14	0	3	2	4	21	12	0
Veillonella pr_cl_1883	2	0	1	77	41	1	9	3	46	43	93	35	48	14	88	33	18	0	66	114	2	4	35	43	50	2	6	3	13	0	0	15	4	2	2	4	18	0	2	2	46	48	11	33	0
Veillonella pr_cl_1904	2	0	10	0	2	4	5	1	10	6	18	2	0	0	0	5	0	2	4	0	0	0	0	8	0	0	0	0	0	1	0	2	0	0	2	5	0	0	0	0	6	0	2	7	0
Veillonella pr_cl_1921	2	0	5	11	18	2	7	6	26	18	467	5	6	80	6	16	3	0	31	23	5	0	6	8	3	0	2	3	7	13	51	5	0	0	9	13	17	0	0	3	35	35	458	12	2
Veillonella pr_cl_1892	2	2	6	218	114	5	116	8	166	307	372	175	233	95	449	306	131	1	354	694	31	2	164	208	227	7	8	9	88	4	2	36	9	6	4	35	49	15	15	24	588	267	6	136	2
Veillonella pr_cl_1930	3	0	12	4	10	9	6	27	21	29	21	10	2	10	0	21	2	3	10	14	2	0	11	3	7	2	9	0	4	0	2	39	0	1	0	9	26	4	3	6	0	2	32	1	0
Veillonella pr_cl_1946	3	2	35	20	72	21	17	19	87	22	22	4	13	32	12	11	11	6	15	16	43	3	2	14	2	3	10	6	30	2	11	16	0	2	15	3	3	61	10	17	36	5	4	38	5
Veillonella pr_cl_1934	3	7	0	21	54	3	12	8	56	44	8	49	42	62	39	85	24	0	24	82	31	6	29	31	39	1	30	3	20	5	8	30	2	0	2	24	17	9	1	30	101	115	2	249	0
Veillonella pr_cl_1916	3	4	20	10	78	16	17	21	79	31	19	4	19	19	22	23	4	5	8	7	25	2	4	9	3	0	10	8	19	7	9	9	3	2	11	10	5	13	3	3	17	17	7	31	7
Veillonella pr_cl_1918	3	11	4	7	34	10	2	59	89	35	31	7	5	17	6	25	4	0	13	16	16	0	7	8	9	1	11	2	10	1	8	45	3	1	5	16	10	31	6	1	29	7	32	11	6
Veillonella pr_cl_1919	4	0	4	1	7	8	5	17	79	32	13	6	3	14	3	8	2	0	8	8	1	0	0	5	4	2	1	0	7	0	2	14	0	0	6	5	17	8	2	2	2	10	20	3	0
Veillonella pr_cl_1879	4	14	143	170	342	23	199	12	531	553	204	146	163	84	327	193	66	9	182	361	125	23	175	165	174	7	26	16	107	22	19	37	46	9	29	91	124	114	60	122	474	666	10	156	21
Veillonella pr_cl_1908	4	3	51	22	95	11	19	37	86	54	55	16	4	5	0	18	13	7	16	14	48	9	4	23	12	3	6	4	25	2	12	22	7	1	24	9	35	19	5	12	36	24	18	40	8
Veillonella pr_cl_1941	4	0	6	3	48	1	12	4	1753	48	11	51	17	31	4	8	8	4	51	17	57	12	23	4	8	7	6	20	29	8	50	16	0	0	10	2	20	8	10	8	121	12	2	23	4
Veillonella pr_cl_1940	4	13	3	16	91	2	72	9	192	67	48	12	10	36	7	9	19	2	25	61	24	23	15	20	15	2	25	8	26	11	16	68	5	1	40	11	21	10	13	19	20	12	10	62	9
Veillonella pr_cl_1911	5	2	33	11	48	7	13	1	115	34	20	0	14	15	4	7	9	0	24	32	35	0	3	13	9	1	11	0	28	1	2	22	2	0	1	2	4	28	9	1	47	4	1	52	6
Veillonella pr_cl_1933	5	0	4	9	24	2	9	25	41	13	25	21	14	14	5	16	1	0	35	28	5	20	4	10	4	3	4	0	5	5	3	20	2	0	4	10	30	0	6	0	12	4	29	3	3
Veillonella pr_cl_1899	5	0	44	13	16	23	199	21	170	27	44	7	12	18	16	14	6	0	152	16	27	8	8	29	5	0	2	3	43	6	2	8	0	12	19	12	6	12	5	16	24	62	6	29	2
Veillonella pr_cl_1913	6	0	0	0	34	7	4	26	44	18	9	0	2	5	2	10	4	0	7	4	21	2	2	11	0	1	5	0	4	2	6	31	0	2	10	15	10	14	0	3	6	8	20	12	1
Veillonella pr_cl_1874	6	5	51	16	1948	6	41	10	126	122	18	12	180	68	30	9	11	6	25	54	104	6	43	52	2902	2	5	3	38	2	14	162	6	0	9	190	527	61	18	14	55	80	13	58	65
Veillonella pr_cl_1878	7	5	13	227	214	5	116	18	257	210	261	193	190	90	315	407	99	12	256	631	80	4	211	209	224	25	23	10	92	2	9	56	26	5	34	53	39	28	7	27	645	247	13	153	8
Veillonella pr_cl_1910	7	3	15	16	31	5	42	19	247	72	49	18	11	35	4	15	12	4	25	48	28	1	0	8	16	0	9	15	16	19	9	91	2	0	26	28	28	11	4	13	44	16	1	57	0
Veillonella pr_cl_1944	7	2	30	3	44	5	4	12	78	33	7	11	6	2	3	5	0	0	48	8	0	7	2	12	7	1	10	4	23	2	5	6	0	0	0	30	2	2	0	14	13	0	9	11	3
Veillonella pr_cl_1943	8	32	38	15	367	11	52	16	931	282	89	30	49	71	2	31	23	10	85	101	18	11	11	26	24	4	27	26	61	57	36	71	4	4	52	127	5	19	5	47	41	46	11	47	15
Veillonella pr_cl_1823	8	1	38	74	54	0	17	6	38	25	33	565	41	92	437	23	6	9	81	184	24	4	28	48	189	2	28	3	10	2	0	10	3	7	7	3	2474	11	9	3	29	22	5	17	10
Veillonella pr_cl_1876	8	49	157	395	295	164	207	77	246	232	256	565	203	88	77	145	105	62	117	297	963	10	92	196	80	26	397	32	124	4	44	120	23	8	41	97	29	50	442	117	487	194	6	351	21
Veillonella pr_cl_1922	8	7	21	482	42	4	28	12	329	37	12	77	3	26	1	58	1	12	15	64	22	3	9	181	2	0	5	0	7	1	0	11	2	0	23	6	5	33	23	8	42	8	5	22	83
Veillonella pr_cl_1947	8	18	28	23	107	6	62	14	157	65	34	35	27	41	13	21	23	4	67	81	48	7	8	38	61	10	19	8	53	15	26	60	1	1	16	55	47	22	6	14	55	23	47	63	11
Veillonella pr_cl_1901	8	2	56	12	12	4	14	2	51	12	23	4	4	10	1	1	10	6	17	17	24	0	2	14	5	0	3	4	12	8	6	12	0	0	7	6	7	4	1	7	9	4	0	32	2
Veillonella pr_cl_1886	9	5	10	338	252	2	176	29	327	491	637	225	291	358	526	341	100	2	446	636	32	11	288	286	335	19	19	6	165	9	9	145	17	29	23	91	248	18	8	44	1036	186	63	169	5
Veillonella pr_cl_1915	10	8	2	30	15	3	23	6	18	21	47	34	23	18	18	43	16	7	35	47	34	1	10	19	27	0	28	17	18	2	0	19	2	0	9	6	5	0	1	13	36	36	2	24	0
Veillonella pr_cl_1906	10	4	19	8	39	10	11	6	53	17	10	0	2	3	2	6	20	106	5	10	21	6	6	18	9	0	46	39	14	0	5	6	0	2	10	5	10	6	0	6	56	5	7	42	13
Veillonella pr_cl_1929	10	21	35	28	156	44	39	209	439	197	177	19	31	54	26	102	6	7	66	61	65	18	27	40	58	20	15	14	68	22	25	83	6	12	30	57	139	35	13	25	50	40	258	71	20
Veillonella pr_cl_1932	10	2	25	42	265	61	68	321	301	243	185	17	24	114	45	140	12	9	103	112	50	2	63	51	127	23	41	2	113	6	26	99	6	2	20	75	104	12	5	40	65	44	189	89	7
Veillonella pr_cl_1909	12	13	34	8	26	19	31	30	85	27	95	10	13	25	8	28	11	4	16	68	11	3	13	18	14	2	21	0	46	13	16	29	2	2	17	15	30	9	2	7	89	7	24	11	1
Veillonella pr_cl_1928	14	2	23	7	70	47	22	193	121	95	84	6	9	54	16	77	14	0	64	29	30	0	32	17	47	10	7	0	30	4	10	61	4	2	8	35	44	50	0	19	45	20	138	45	2
Veillonella pr_cl_1893	30	21	548	87	282	92	87	100	582	162	168	44	46	79	40	106	62	24	124	163	350	16	48	237	71	19	46	23	148	32	19	93	12	8	113	114	49	315	48	49	296	93	54	356	80
Veillonella pr_cl_1938	35	12	7546	1277	469	983	166	195	691	235	402	160	90	120	17	54	930	70	153	199	7662	68	22	3482	79	55	224	84	131	72	49	115	6	7	756	49	36	4982	1144	63	4933	105	16	5906	963
Veillonella pr_cl_1873	44	124	229	129	244105	62	156	104	2836	9641	196	155	17379	9023	4896	112	235	9	2707	5939	231	74	4909	246	916918	114	90	25	6219	19	179	152	25	28	301	3934	67072	201	40	83	394	2403	220	1921	5886
Veillonella pr_cl_1937	46	54	32120	5025	765	3893	399	585	1578	603	1599	683	356	531	31	141	4056	306	403	800	28970	108	105	12095	255	192	643	317	589	182	103	302	16	8	2928	197	51	33008	6342	220	20387	347	38	24121	4390
Veillonella pr_cl_1882	64	159	152	2122	3884	131	1654	165	2505	3674	2844	1950	2665	2098	3113	2616	864	59	2509	4992	643	102	2268	1718	2308	202	305	258	1114	180	209	1349	212	105	238	573	894	358	256	559	5078	2676	455	1329	49
Veillonella pr_cl_1881	66	135	94	1092	3198	31	892	63	1787	2086	1597	1059	1463	580	1244	1108	656	115	1200	2410	314	79	806	823	896	77	252	138	780	220	79	168	4671	36	257	2007	369	379	724	18351	3676	16242	29	1280	92
Veillonella pr_cl_1895	68	14	103	37	175	125	112	296	175	82	441	30	21	113	1	283	49	21	19	29	109	2	11	165	5	2	56	3	90	0	19	87	6	4	183	57	9	29	10	42	162	56	35	179	12
Veillonella pr_cl_1927	72	77	106	120	538	233	290	1230	1662	830	838	130	101	389	117	460	74	31	332	516	235	18	202	212	447	94	118	36	221	37	78	437	22	23	125	346	483	113	124	109	291	291	1338	317	40
Veillonella pr_cl_1920	81	81	375	163	1795	195	359	688	1694	678	606	336	229	447	111	360	164	94	418	553	340	55	143	289	337	90	140	123	293	448	168	2776	41	31	210	326	381	167	50	156	481	207	523	721	90
Veillonella pr_cl_1942	90	71	1201	390	1783	165	719	110	3385	1092	565	158	378	826	147	233	241	92	602	792	1117	101	304	694	454	78	327	63	685	151	204	353	27	15	506	375	281	944	233	206	1034	330	113	1116	232
Veillonella pr_cl_1896	229	120	408	170	910	501	318	1388	723	358	1687	151	21	164	16	959	239	88	87	102	544	19	34	618	22	18	234	27	284	27	123	434	17	14	496	193	48	75	54	182	872	139	143	612	47
Veillonella pr_cl_1903	327	263	2355	500	1566	605	850	1651	3109	1292	1586	2755	555	758	216	1686	422	759	570	830	1230	185	482	1214	719	82	498	90	616	163	362	993	126	24	827	412	203	609	155	1583	1235	628	369	1225	146
Veillonella pr_cl_1880	444	864	693	23645	14795	274	7658	460	34596	23106	43227	22368	29483	6307	26326	17350	7011	203	45832	96682	2855	1590	18221	17197	14232	969	718	1304	11392	704	985	7995	793	1030	1114	4468	563	1055	517	860	38710	29828	6169	10890	302
Veillonella pr_cl_1939	52077	129776	92571	130915	916464	25331	396822	81896	1864597	578896	346398	236244	169071	483212	51220	108556	92355	46165	391052	431813	157282	40259	61509	114840	158783	34506	186277	83639	420128	172635	137398	612051	13932	5889	156943	316976	461913	49427	20649	95820	198464	148932	330749	411057	40243
Selenomonadaceae pr_cl_3117	600	9	13	4096	1685	888	1180	167	200	98	12439	95763	7306	187	855	60360	42770	20826	703	1518	275557	22677	2906	15433	8839	38441	2383	40988	499	23029	16	2	401	440	12410	279	629	16310	237166	2687	251	13216	322	529	128
AWVT01 pr_cl_3099	120	2	2	1654	388393	3	791	13	173	67	5145	31603	1583	1915	1083	29613	994	200	272	631	548	189	2935	555	6323	636	594	31	418	283	27	46	457	53	25	666	108935	54	412	104	278	563	167	87	10
AWVT01 pr_cl_3098	203	30	13	3186	279625	9	2227	36	453	2399	2657	2412	172556	603579	27795	11705	1368	421	6235	5137	2024	308	17340	989	93225	2154	2700	1456	1042	2304	151	37	63270	557	311	1036788	10789636	198	1835	1039	1281	12820	1646	1167	231
AWVT01 pr_cl_3158	1435	10	8	93566	4632557	277	540531	967	15571	898158	24330	303564	833263	1840485	4762934	90554	22926	1820	3091475	2058058	1792	4368	597545	45878	22673982	4407	10588	1377	22247	3662	511	33	76715	3057	401	94272	13239	860	8892	14490	365830	954875	93396	160610	26417
CAJPQU01 pr_cl_3097	1124	309	82	4194	1129	79	174	8	83	36	1132	2369	1395	14	195	3268	1096	22545	1029	781	1773	12781	1099	2219	8863	180	8004	135	121	81	4	11	82	26	1041	479	167	15079	69138	45	1325	460	8	401	83
CAJPQU01 pr_cl_3096	1231	248	94	4763	1287	137	650	82	263	662	2427	2553	3499	40	888	5810	4119	13005	841	1098	3783	235531	2879	7498	15103	454	7174	187	281	681	115	134	185	413	11631	510	125	22218	69023	106	1042	3170	70	494	23
CAJPQU01 pr_cl_3094	3620	129	25	61383	4105	377	25784	230	673	1210	27486	2720	10655	125	5918	73438	17444	17465	5266	4774	14051	1739	39012	4702	10452	3159	6973	104	1301	481	181	15422	4300	1054	17952	3322	258	640	4995	1005	4644	5956	1144	13465	511
CAJPQU01 pr_cl_3093	6300	263	31	78082	5341	733	21653	187	275	727	33718	5116	16869	328	5058	85523	71412	35113	9937	7401	88234	1248	24639	18196	17927	5256	20822	184	1217	1003	43	7439	5860	950	64690	1503	256	935	7624	2535	2700	21280	1184	6224	1301
CAJPQU01 pr_cl_3095	51735	272	114	392737	24218	4021	215680	686	19833	122865	184630	234427	196865	24222	284899	568909	93491	49058	92603	290051	66813	4581	446383	148943	354926	34444	175396	975	109618	105811	76440	16578	37282	32815	18925	35377	37178	3047	15056	32831	60197	421507	17370	169593	3717
Selenomonas pr_cl_3112	8	0	0	82	4	2	8	22	7	6	19	18	47	0	35	221	42	11	74	45	21	3	58	21	69	8	104	2	4	26	0	0	2	1	3	0	3	0	3	2	30	5	0	18	0
Selenomonas pr_cl_3114	96	2	12	1912	418	6	805	9	358	43	549	2617	1554	17	563	7178	72991	645	333	1300	52654	502	1250	8858	3262	55687	700	179	186	529	18	7	162	86	54	85	83	4781	106114	117	328	1277	22	219	8
Selenomonas pr_cl_3111	189	2	0	5067	1491	22	2114	20	665	86	785	1774	5682	31	499	10827	1953	929	910	1393	1251	377	3657	901	10565	445	959	131	335	954	18	3	276	193	103	285	589	174	2173	174	750	2054	43	301	7
Selenomonas pr_cl_3109	302	9	0	21129	2197	4	11431	22	1552	171	1446	1794	6890	42	689	21639	2447	838	1513	2371	1602	476	6633	1370	15823	663	2117	183	1015	1547	20	9	723	404	85	867	670	45	861	172	1102	11810	59	668	14
Selenomonas pr_cl_3103	465	10	14	9891	2676	80	2039	62	1673	59	12107	25875	4310	78	509	296118	52783	4451	718	3580	68728	8436	12667	3909	6146	5063	1936	255	408	56478	20	1	1239	245	521	179	222	493	6244	4545	8599	2685	49	286	118
Selenomonas pr_cl_3110	691	5	0	11817	2420	16	7122	86	2441	381	1900	4394	7955	112	1806	25299	5510	1465	2649	4399	2731	1114	9199	2849	28314	1327	3112	647	1436	2352	148	44	707	361	169	561	829	236	2744	259	1422	4316	240	1125	15
Selenomonas pr_cl_3101	1012	17	34	20820	6296	67	12937	224	3933	746	4521	13290	18497	598	3426	66733	11946	3851	4746	9453	6848	2575	16777	7160	45108	4371	6065	597	2505	4630	188	74	1877	739	508	3932	28932	874	10149	412	2429	8853	481	2252	80
Selenomonas pr_cl_3102	1332	22	149	30027	12531	154	6747	121	4710	571	31493	198948	18622	151	5082	634698	233771	86357	3544	8607	562715	12592	32486	182283	27085	319223	10451	4675	1601	42845	89	27	3612	918	8118	857	877	63220	838446	15160	24844	9944	189	1918	214
Selenomonas pr_cl_3159	1337	0	2	626	90	18	207	5	52	70	211	240	111	8	37	690	233	78	176	161	327	57	202	138	510	101	512	96	22	104	0	0	18	11	44	22	94	164	225	17	171	119	2	176	13
Selenomonas pr_cl_3107	1452	5	16	21718	4488	47	14280	108	3249	456	2710	8354	13041	167	3148	46245	6669	2049	3462	5640	4743	1318	15434	5260	58401	1566	4680	1007	2645	3563	208	14	1510	781	321	986	1510	359	3019	512	5687	8311	346	2487	29
Selenomonas pr_cl_3113	1934	28	14	17733	3414	48	21174	25	5164	908	1520	5323	2752	66	1083	14175	2480	2757	2414	2362	3606	555	4866	1301	15361	751	6744	160	357	835	62	24	885	150	441	307	460	372	1879	418	18533	1876	52	1348	21
Selenomonas pr_cl_3105	8525	8	34	152386	51128	466	97622	2322	80491	11979	227399	42396	263331	4618	56474	375898	57751	12122	31912	70473	15968	15805	253130	83356	334007	15497	32780	6061	233260	135547	18715	45547	20309	17859	2945	10035	48457	812	9108	3005	16013	588203	72518	17934	215
Selenomonas pr_cl_3104	10489	22	28	143889	16693	172	212516	621	9980	4425	16017	20165	40183	581	5984	334672	23835	9933	14269	37352	13390	9316	61555	13173	163279	6088	19420	1935	7487	10683	335	1034	4253	4040	7419	10253	13786	1340	11529	1291	28544	30997	1004	14363	607
Selenomonas pr_cl_3100	11167	155	30	319324	55106	754	26247	3748	2286	1053	78057	1379768	333311	1557	24209	1318181	586880	205361	45741	592018	47535	168232	122197	43060	157403	92487	157667	10533	20623	92208	112	49	33345	11752	11036	8348	2924	7691	591841	6413	5808	82936	778	35013	1104
Selenomonas pr_cl_3108	12803	56	334	286574	62268	672	164111	3232	58558	5883	46085	80831	244159	3410	39020	606520	90255	24381	54892	77528	46226	20101	216647	63636	521567	21505	57481	6602	26637	53515	3491	376	21598	13011	2405	18176	49501	2731	34044	6733	33339	117478	5530	22916	1042
Selenomonas pr_cl_3106	16064	43	46	309192	39555	2663	89482	17153	53643	24126	43134	135031	144450	3893	31464	409965	138139	31610	119919	88760	35097	131339	127888	82511	322815	24162	177447	22632	24390	77150	1109	191	12317	10011	10887	14423	14172	2157	23679	4031	18481	125446	3065	97819	900
Centipeda pr_cl_3160	16	12	2	455	63	1	111	1	89	143	168	36	73	63	254	194	170	44	86	96	14	73	127	53	376	22	111	2	171	38	1	0	22	4	5	41	89	8	44	2	78	295	2	25	2
Centipeda pr_cl_3126	16	2	0	397	159	8	166	18	220	156	129	65	266	49	449	772	203	32	183	443	71	38	372	113	1938	26	228	8	217	26	10	1	18	22	18	29	134	5	28	19	115	240	80	59	0
Centipeda pr_cl_3128	48	0	2	523	208	4	585	34	220	175	255	108	455	43	446	1442	300	19	259	490	82	47	527	200	1974	49	364	24	169	131	13	0	28	26	42	51	153	16	71	23	148	345	137	110	2
Centipeda pr_cl_3127	57	0	0	812	268	12	724	34	366	166	231	393	832	36	393	1719	640	185	407	722	304	104	375	218	1613	285	657	107	254	77	10	0	34	34	15	64	136	71	326	56	901	310	55	239	8
Centipeda pr_cl_3118	72	0	8	1049	173	64	305	54	253	376	4949	519	329	548	475	1985	789	123	486	462	210	235	579	256	2291	204	1332	258	186	201	91	4	104	43	112	64	516	92	431	60	224	259	56	174	53
Centipeda pr_cl_3125	102	0	2	989	361	27	618	43	425	286	257	366	767	127	994	1743	1038	187	550	837	215	213	993	262	4543	193	980	309	315	223	46	1	46	76	64	141	339	158	636	93	328	520	96	269	25
Centipeda pr_cl_3120	167	1	3	2841	258	42	132	36	207	83	3109	363	454	13	1975	2927	1461	93	359	417	822	200	832	307	693	181	48546	161	138	500	55	6	72	46	125	39	121	107	288	49	339	2263	129	140	33
Centipeda pr_cl_3151	255	2	80	2898	422	83	526	103	943	198	570	20555	1647	28	463	8326	6779	38677	1032	1169	18806	668	1618	9522	1778	599	3305	614	371	708	11	17	151	99	172	200	332	10481	16149	726	776	835	28	497	61
